Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
245,6/27/17 7:52,R_3HM4hF6KJydwm6P,1,5, ,1,2,5,4,8,8,8,8,5,5,8,8,8,9,7,8,9,8,9,9,7,8,8,9,8,8,9,9,9,8,8,9,9,7,8,0,0,7.25,8.25,8.363636364
150,6/27/17 7:55,R_1r6RhtbiHj7fheO,1,5, ,2,2,6,3,8,8,7,7,8,8,6,7,7,7,7,8,7,8,7,8,7,8,7,8,8,8,7,8,8,8,8,8,7,5,5,0,0,7.375,7.416666667,7.272727273
138,6/27/17 8:08,R_1f74gB2Eom7iUZi,1,1, ,1,2,4,3,8,10,10,10,10,5,10,10,10,7,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9.125,9.416666667,10
104,6/27/17 8:11,R_3k7aEaUMOLYm5Mx,1,1, ,1,2,5,4,7,3,3,6,7,4,3,7,4,3,2,6,4,8,6,4,6,3,6,4,7,5,3,4,3,6,8,5,4,3,6,0,0,5,4.666666667,4.909090909
139,6/27/17 8:16,R_stZA0YCQIewaCQN,1,1, ,2,2,4,4,10,8,9,9,7,5,8,10,9,8,8,8,6,7,8,10,6,10,10,8,10,9,8,6,7,3,6,8,8,7,9,0,0,8.25,8.166666667,7.363636364
202,6/27/17 8:28,R_2DV0vYExhXN5aac,1,1, ,1,3,4,3,10,10,10,10,6,5,10,10,10,10,10,10,8,10,10,10,10,5,10,10,5,10,10,10,10,10,10,10,10,8,10,0,0,8.875,9.416666667,9.363636364
116,6/27/17 8:30,R_VKyQwbPVVSI1fm9,1,5, ,2,1,5,1,9,10,8, ,9,10,8,9,10,9,10,8,9,10,9, ,9,7,9,8,10,9,10,9,10,9,10,8,9,8,10,1,0,9,8.909090909,9.272727273
260,6/27/17 8:31,R_1cXEV0DI2RRcBBa,1,5, ,1,2,6,2,8,9,7,7,8,9,10,8,9,8,8,9,10,9,9,10,8,9,9,9,9,10, ,8,9, ,10,8,9,9,10,1,0,8.25,8.916666667,9.111111111
363,6/27/17 8:34,R_3PBH07NPcEgFmkl,1,5, ,1,2,5,1,10,10,10,10,10,9,9,10,10,9,10,9,8,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,0,0,9.75,9.416666667,10
75,6/27/17 8:34,R_XoXmGeigO7AwIA9,1,1, ,2,3,3,4,7,7,7,8,10,10,10,9,8,7,8,8,8,7,8,8,8,7,7,8,7,7,6,8,8,8,8,7,7,7,8,0,0,8.5,7.666666667,7.363636364
155,6/27/17 8:41,R_ykz1bd5An61yoRr,1,1, ,2,2,4,1,7,8,8,9,9,3,6,7,8,8,2,8,8,7,6,10,7,8,3,10,9,9,10,8,9,10,8,10,8,5,7,0,0,7.125,7.083333333,8.454545455
229,6/27/17 8:43,R_pry13JYdg0yR70Z,1,5, ,1,2,5,4,8,10,8,9,10,8,8,8,9,9,9,8,10,10,9,8,7,7,7,10,10,8,8,8,8,9,9,10,8,8,9,0,0,8.625,8.583333333,8.636363636
103,6/27/17 8:48,R_25zqrO5eD4E48fr,1,5, ,2,2,6,3,10,10,10,10,9,10,9,10,9,9,10,9,9,9,9,8,9,9,10,9,9,8,10,9,9,9,10,9,10,9,9,0,0,9.75,9.083333333,9.181818182
155,6/27/17 8:49,R_29idUjbVXVsezr7,1,5, ,2,1,4,1,7,6,4,7,6,4,8,6,4,7,5,7,5,8,5,7,5,7,5,7,6, ,4,7,5,8,6,7,5,6,4,1,0,6,6,5.8
84,6/27/17 8:49,R_3249Aq7jrzGOM5j,1,1, ,1,2,3,2,10,10,9,8,10,9,10,7,8,8,10,10,10,9,9,7,8,8,7,10,9,9,10,8,7,10,9,9,7,8,8,0,0,9.125,8.666666667,8.545454545
210,6/27/17 8:50,R_1rwbxvxjiHEEra7,1,5, ,2,3,5,4,7,7,5,7,6,6,8,8,6,6,5,3,7,6,4,6,6,7,8,5,4,7,7,5,6,6,7,6,5,7,7,0,0,6.75,5.75,6.090909091
228,6/27/17 8:53,R_3dQjm6zioOtr8nQ,1,6,Venezuela,1,1,4,3,5,10,8,8,8,8,8,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,10,9,9,9,0,0,8,9.083333333,8.909090909
163,6/27/17 8:54,R_3GjId3hBYHhKalI,2,1, ,2,1,4,2,2,9,6,1,0,0,0,0,1,0,1,0,6,0,7,4,6,0,6,5,6,7,1,1,1,0,1,5,1,3,6,0,0,2.25,3,2.909090909
159,6/27/17 8:54,R_2f96wMN19gtebYs,1,1, ,2,2,5,4,10,7,8,7,9,7,8,6,8,7,9,6,8,7,9,8,7,8,9,7,8,9,7,6,8,9,8,8,7,9,8,0,0,7.75,7.75,7.909090909
375,6/27/17 8:56,R_23d7s7WpnWKfNxO,1,1, ,1,2,3,2,9,9,8,9,10,7,7,9,8,10,10,9,8,9,10,9,8,9,10,8,9,10,8,9,10,7,8,10,9,9,10,0,0,8.5,9,9
495,6/27/17 8:56,R_1Q4M0KUR5ToPw6b,1,1, ,2,4,5,2,9,8,10,7,7,10,9,9,8,8,10,9,9,10,10,10,8,8,10,9,8,8,10,7,8,10,9,8,8,8,10,0,0,8.625,9.083333333,8.545454545
72,6/27/17 8:58,R_BQEN9mzxlA6fgNb,1,1, ,2,2,3,2,10,9,9,10,10,7,9,9,10,10,9,8,10,10,10,8,9,8,10,10,9,9,8,10,8,10,9,9,10,10,8,0,0,9.125,9.333333333,9.090909091
277,6/27/17 8:58,R_2V8v9Nt3K20yuXQ,1,5, ,1,2,6,4,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,8,9,9,9,8,9,0,0,8.75,8.833333333,8.818181818
157,6/27/17 8:59,R_2B3euIIgkIXo6Hn,1,1, ,1,2,5,3,8,9,8,10,8,8,8,9,8,8,9,8,9,7,9,9,8,8,8,10,8,9,9,8,8,8,8,9,7,8,8,0,0,8.5,8.416666667,8.181818182
280,6/27/17 9:03,R_1jwZPDqwnMkHz66,1,5, ,1,2,6,3,7,10,8,6,2,0,6,6,9,7,3,7,9,8,10,9,6,9,7,10,8,8,8,6,2,4,9,10,8,7,9,0,0,5.625,7.833333333,7.181818182
466,6/27/17 9:12,R_2A1fwtynNSNqRmB,1,5, ,1,6,5,4,9,10,9,10,9,8,9,9,9,9,9,10,9,9,10,9,9,9,9,10,9,10,10,9,10,8,9,10,9,9,9,0,0,9.125,9.25,9.272727273
164,6/27/17 9:16,R_3qlYdYAMZG4nK4b,1,1, ,2,3,4,2,8,9,9,6,7,7,9,9,8,9,10,10,6,8,10,9,9,9,8,10,10,9,9,10,9,10,10,10,10,10,10,0,0,8,8.833333333,9.727272727
544,6/27/17 9:18,R_1l5oW4Fk7Uv7w6p,1,5, ,2,2,5,4,10,10,8,9,7,10,8,10,8,9,7,10,10,6,9,10,8,10,10,9,10,9,7,9,7,5,10,8,7,9,9,0,0,9,8.833333333,8.181818182
175,6/27/17 9:20,R_1i80AyDZ7Sw6IYu,2,1, ,2,3,3,2,8,9,9,7,10,8,9,9,7,10,8,10,8,7,10,9,9,10,8,9,7,10,7,9,8,6,9,8,9,10,10,0,0,8.625,8.75,8.454545455
147,6/27/17 9:34,R_AhBrzlGGKWuuVWN,1,1, ,1,2,3,3,5,5,5,7,7,7,7,7,7,10,8,8,10,10,10,10,8,5,5,6,5,10,10,10,10,9,9,10,9,10,10,0,0,6.25,8.083333333,9.272727273
506,6/27/17 9:41,R_21dM4hOqnyeYbyO,1,1, ,1,3,5,4,10,10,10,10,10,2,8,10,10,10,7,10,8,10,10,10,10,10, ,10,10,10,10,9,9,7,9,10,10,9,9,1,0,8.75,9.545454545,9.272727273
93,6/27/17 9:48,R_3QD91TMwZOZcfy8,2,6,Spain,1,1,5,3,8,5,8,3,3, ,9,3,4,8,7, ,4,10,3,0,7,8,6,4,7,9,4,6,2,4,10,7,8,3,4,1,0,5.571428571,5.545454545,5.818181818
244,6/27/17 9:53,R_tDkN0tUCrBRgAMN,1,1, ,1,2,6,4,8,10,8,10,9,10,9,10,9,9,8,8,10,9,10,10,8,8,10,10,8,9,10,9,10,5,8,8,7,7,7,0,0,9.25,9.083333333,8
200,6/27/17 9:53,R_2WVhyzCs6HC56xM,1,5, ,2,2,6,3,8,9,8,9,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,0,0,8.375,8.083333333,8.090909091
228,6/27/17 9:54,R_3J7OJTyLTJERrDT,1,6,Estonia,2,2,6,4,7,10,9,8,7,5,8,8,8,6,7,7,9,7,9,8,8,9,6,9,7,9,7,5,9,8,6,8,7,7,7,0,0,7.75,7.75,7.272727273
143,6/27/17 10:11,R_yNKC2f4X7JfDWxj,1,5, ,1,2,4,1,7,8,7,7,9,6,8,8,6,9,10,6,7,8,8,6,7,8,7,7,3,7,8,7,7,8,7,8,7,7,8,0,0,7.5,7.416666667,7
203,6/27/17 10:28,R_3feOO7CqlCHnkq6,1,2, ,1,3,4,3,9,9,9,7,9,5,6,8,6,7,7,7,9,5,7,6,5,5,9,9,8,9,8,7,7,6,7,8,7,7,8,0,0,7.75,6.833333333,7.454545455
151,6/27/17 10:29,R_2pLYxHjf9uMOxgR,1,5, ,1,2,6,4,7,6,6,9,7,8,8,9,8,8,5,9,8,7,7,9,8,6,7,8,8,7,7,6,8,8,7,7,9,8,9,0,0,7.5,7.5,7.636363636
164,6/27/17 10:32,R_RPOOaTkQasdQuf7,1,1, ,2,3,5,4,8,10,10,10,7,4,8,10,10,8,10,8,9,9,10,10,7,8,10,10,9,10,8,9,10,8,10,10,8,8,10,0,0,8.375,9.083333333,9.090909091
185,6/27/17 10:46,R_b3p50sxIAATpTSV,1,5, ,2,2,5,3,9,9,9,9,8,9,8,9,8,9,8,9,7,6,9,7,9,6,9,6,8,6,9,6,8,6,8,6,8,7,6,0,0,8.75,7.75,7.090909091
252,6/27/17 10:49,R_UxydxovupO41Qyd,1,5, ,1,2,6,1,9,10,8,9,10,8,9,10,9,10,9,8,9,10,9,8,9,8,9,10,9,9,10,9,8,9,10,9,10,9,9,0,0,9.125,9,9.181818182
194,6/27/17 10:50,R_2UbVZDXKkspI9d7,1,1, ,2,2,4,1,5,3,4,5,1,2,2,2,2,2,5,6,8,5,8,6,8,7,7,7,8,8,6,8,8,7,7,6,5,6,6,0,0,3,5.916666667,6.818181818
292,6/27/17 10:54,R_3Hw3HVgLXRIq0FU,1,6,Philippines,2,2,5,4,8,9,7,7,8,8,8,8,8,8,8,8,8,8,9,8,7,7,8,8,8,8,8,8,8,8,7,9,8,8,8,0,0,7.875,7.916666667,8
107,6/27/17 10:59,R_2QQCJY9ntHMLRAh,1,1, ,1,2,5,3,8,8,9,9,10,7,7,9,9,9,10,9,8,8,9,10,10,9,8,8,9,10,10,9,8,8,9,9,10,10,9,0,0,8.375,8.916666667,9.181818182
171,6/27/17 11:20,R_zTNlOV4p1tB4Slj,1,1, ,2,2,5,3,10,10,10,10,8,8,10,10,10,10,10,5,10,5,7,8,10,10,10,10,9,10,10,5,10,10,10,9,7,8,10,0,0,9.5,8.75,8.909090909
277,6/27/17 11:41,R_1o6V4LtWGolSQN1,1,5, ,1,2,3,2,2,4,7,3,5,7,2,4,6,4,2,6,3,6,3,7,3,9,3,7,3,8,2,5,1,8,3,6,7,4,2,0,0,4.25,4.916666667,4.454545455
2102,6/27/17 11:47,R_2WU37vhx8DlsyzV,1,5, ,1,3,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,9,9,9
188,6/27/17 11:48,R_1JWoeuWJOiHQMgt,1,5, ,1,1,5,3,7,8,6,7,8,7,5,8,7,6,8,6,8,6,5,8,7,6,5,3,8,7,6,3,8,7,7,9,7,7,8,0,0,7,6.25,7
297,6/27/17 11:52,R_2CfBqUR89FZkyPx,1,5, ,1,2,6,3,8,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,10,8,0,0,8.75,8.916666667,8.909090909
188,6/27/17 12:05,R_1j9bJUAcZsYmHSe,1,1, ,1,2,5,4,10,10,5,10,7,10,10,10,8,10,10,10,10,8,10,9,5,10,10,10,10,10,10,9,10,10,10,10,5,10,10,0,0,9,9.166666667,9.454545455
338,6/27/17 12:12,R_1OW71uHR9SxaZcH,1,6,venezuela,2,3,6,4,8,8,8,8,8,8,7,7,8,7,7,7,9,8,7,7,6,7,7,9,8,8,7,7,7,6,6,8,7,6,7,0,0,7.75,7.416666667,7
155,6/27/17 12:13,R_OfJi2fhh8tX0pi1,1,1, ,1,2,6,3,8,9,10,10,10,9,9,9,9,9,9,9,10,8,9,7,9,3,9,10,10,10,9,9,9,9,7,9,5,6,8,0,0,9.25,8.416666667,8.272727273
134,6/27/17 12:15,R_2dGAkgQpHtwgMpr,1,5, ,1,2,6,4,8,6,8,6,7,5,5,7,6,6,6,7,5,7,4,7,6,7,6,7,5,8,4,7,5,6,6,6,7,3,7,0,0,6.5,6.166666667,5.818181818
171,6/27/17 12:50,R_Z2K9QyVNw1eou5z,2,1, ,2,2,5,4,5,8,8,7,9,9,8,10,6,8,9,9,7,8,7,8,9,6,8,9,8,8,8,8,9,9,7,7,8,9,10,0,0,8,7.833333333,8.272727273
106,6/27/17 12:51,R_6QAsL2o6Xg1ey9X,1,1, ,2,1,5,3,7,7,9,7,5,6,7,7,8,9,9,4,8,6,5,5,7,7,7,5,7,7,8,5,5,6,7,6,4,6,5,0,0,6.875,6.666666667,6
230,6/27/17 12:54,R_3PoZwkuiMxfaK5v,1,1, ,2,3,5,4,8,9,10,10,10,10,10, ,10,10,10, ,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,9.571428571,10,10
619,6/27/17 12:54,R_24cLpqN0EKSCPbr,1,5, ,1,2,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,6,6,6
242,6/27/17 13:10,R_5aRYwnk7R8QVN5v,1,5, ,2,2,6,4,8,9,8,9,7,9,9,10,10,9,10,8,10,6,9,10,5,6,10,10,9,9,8,9,8,9,8,7,8,9,8,0,0,8.625,8.583333333,8.363636364
280,6/27/17 13:24,R_W85PlVM7RV4A02l,2,1, ,1,5,4,3,6,8,7,9,3,2,7,8,10,4,7,8,9,7,9,7,7,4,8,6,6,8,7,5,5,4,7,8,7,9,10,0,0,6.25,7.166666667,6.909090909
86,6/27/17 13:26,R_2YVUzWfVW0UeZvV,1,1, ,2,1,4,3,5,5,6,5,5,5,5,6,5,5,6,5,5,5,6,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,0,0,5.25,5.25,5.090909091
513,6/27/17 13:43,R_3sG6EBYt6LobP57,1,1, ,1,1,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,0,0,10,10,9.818181818
861,6/27/17 13:47,R_2ymEuIs1ryChpN8,1,1, ,2,2,6,3,9,9,10,9,8,8,9,9,9,9,8,9,9,9,9,9,8,8,8,9,9,9,8,9,9,8,9,9,8,9,9,0,0,8.875,8.666666667,8.727272727
148,6/27/17 13:55,R_2v0noS8Mo45aAdS,1,1, ,1,2,3,1,9,10, ,8,6,4,5,7,7,8,5,8,9,8,10,9,2,5,6,8,8,9,9,10,8,7,8,7,6,8,8,1,0,7,7.083333333,8
250,6/27/17 14:01,R_2VDRk9VxsoOnbVU,1,1, ,2,4,5,3,3,10,7,5,5,7,5,8,8,3,5,5,5,7,5,4,8,9,6,3,9,8,8,7,8,6,7,5,5,5,7,0,0,6.25,5.666666667,6.818181818
283,6/27/17 14:09,R_zeDBVfbSEOtvdDj,1,1, ,1,2,5,4,8,6,8,7,8,7,5,8,4,7,5,7,4,7,4,8,6,8,5,8,5,8,4,7,4,7,4,7,4,7,4,0,0,7.125,6.083333333,5.545454545
102,6/27/17 14:23,R_3FJADeoVwNWdjho,1,1, ,2,2,3,4,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9.25,9,9
237,6/27/17 14:23,R_3mlNmjnEINAFmiG,1,5, ,1,2,5,4,9,10,10,0,0,9,10,0,10,9,1,10,10,5,10,10,10,5,9,10,10,10,10,10,5,1,10,10,10,10,10,0,0,6,8.25,8.727272727
200,6/27/17 14:49,R_2U2T2Gq0barYheG,2,2, ,2,1,5,2,8,9,9,7,9,9,9,8,9,8,5,8,9,5,8,6,8,8,8,9,9,9,7,8,8,6,7,9,7,6,8,0,0,8.5,7.583333333,7.636363636
277,6/27/17 14:54,R_31RQYRmOuU666V8,1,1, ,2,2,5,3,8,8,8,9,9,8,8,8,8,9,8,8,8,7,8,8,9,7,8,8,7,8,8,7,7,6,7,8,7,7,7,0,0,8.25,8,7.181818182
246,6/27/17 14:58,R_30vo1PY0i80kfBV,1,1, ,1,3,4,4,10,10,10,10,10,5,9,9,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,6,5,1,10,10,5,8,10,0,0,9.125,9.583333333,7.727272727
147,6/27/17 15:04,R_2us5ZPZQNdUcdYW,1,1, ,1,1,5,4,6,5,4,7,4,7,7,5,7,6,5,8,8,4,9,7,4,7,6,8,5,6,6,7,7,5,5,8,8,6,7,0,0,5.625,6.583333333,6.363636364
159,6/27/17 15:06,R_1KpNJMFSy41D64h,2,2, ,2,2,5,3,9,10,9,9,8,9,8,8,9,10,10,9,10,9,10,8,9,8,8,8,8,10,7,7,8,10,9,9,9,8,8,0,0,8.75,9,8.454545455
106,6/27/17 15:07,R_2AZL2EhkI0eqV24,1,1, ,2,1,4,3,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,0,0,9.375,10,9.909090909
88,6/27/17 16:02,R_2ZChGaWwT3bvM00,1,5, ,1,2,5,3,9,9,8,9,8,10,10,10,8,9,10,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,9,9,10,10,0,0,9.125,9.666666667,9.636363636
245,6/27/17 16:33,R_s5TjnZw1aFsJwDD,1,6,México,1,2,6,4,9,10,9,5,9,10,8,9,10,9,10,9,10,9,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,0,0,8.625,9.583333333,9.454545455
347,6/27/17 16:35,R_1rP5TfkxCTrLjKo,2,1, ,2,2,5,1,9,10,7,2,4,8,1,6,6,2,0,9,9,5,7,10,2,1,1,10,9,10,8,5,5,5,9,4,0,1,7,0,0,5.875,5.166666667,5.727272727
167,6/27/17 16:41,R_0H94d6G8dWClU2Z,1,5, ,1,2,5,3,8,9,8,10,8,9,10,9,9,9,8,9,10,8,9,9,9,9,8,10,9,9,9,8,9,9,9,10,9,10,9,0,0,8.875,8.916666667,9.090909091
411,6/27/17 17:29,R_2SjCf3QmoFVVbBu,2,1, ,2,6,5,1,10,10,10,9,9,9,9,10,10,9,9,9,10,8,10,9,10,8,10,9,9,10,9,8,9,7,8,9,7,10,10,0,0,9.5,9.25,8.727272727
178,6/27/17 17:35,R_12tcNZSC3vOMMbv,2,1, ,2,2,4,1,4,7,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,6,5,5,5,4,4,4,4,5,5,5,5,5,5,0,0,4.25,5.083333333,4.636363636
351,6/27/17 17:37,R_CejU4hBP79Qd2q5,1,6,Lithuania,1,2,4,1,10,8,10,0,8,0,0,8,10,10,5,2,10,10,10,7,10,7,6,10,5,7,2,3,6,0,0,10,0,10,10,0,0,5.5,8.083333333,4.818181818
171,6/27/17 17:48,R_1JOMZK3uC1zhGOJ,1,6,Philippines,2,2,5,3,3,5,5,8,8,5,4,0,6,7,0,0,10,5,6,6,7,8,8,10,10,5,5,2,10,0,0,5,6,0,5,0,0,4.75,6.083333333,4.363636364
167,6/27/17 17:52,R_24OeDMjUbc9k8SW,1,5, ,1,2,6,4,9,9,8,10,5,7,9,10,8,6,8,10,9,9,8,9,5,10,8,5,10,9,8,9,8,5,5,9, ,8,6,1,0,8.375,7.916666667,7.7
196,6/27/17 17:53,R_1ptyRxEvq9n891z,1,5, ,1,1,6,3,8,9,9,9,9,8,7,9,9,8,8,9,9,9,9,9,9,9,8,9,9,8,8,8,8,9,9,9,8,8,8,0,0,8.5,8.75,8.363636364
421,6/27/17 18:07,R_1I6kN9fQvT9YCBB,2,5, ,1,2,4,3,8,7,9,9,8,5,9,8,6,5,7,8,7,9,7,8,5,9,7,8,6,5,7,8,7,5,9,8,8,6,5,0,0,7.875,7.166666667,6.727272727
341,6/27/17 18:16,R_2TvEo06YugiA9pS,1,1, ,2,3,5,4,3,10,3,5,2,3,8,3,9,7,1,2,10,8,6,9, ,7,8,10,5,8,5,8,9,4,9,8,10,2,10,1,0,4.625,7,7.090909091
401,6/27/17 18:24,R_RqugolJS4BRZHVf,2,1, ,2,1,4,2,7,5,7,4,7,10,9,5,7,6,5,6,9,7,5,8,5,7,6,10,7,7,6,5,8,8,7,8,6,8,9,0,0,6.75,6.75,7.181818182
656,6/27/17 18:42,R_3r0Tvtuk8Xpnnqz,1,1, ,2,1,4,3,5,8,7,8,4,6,9,6,6,7,7,8,2,8,9,7,6,6,7,4,6,7,7,8,3,6,6,8,7,5,7,0,0,6.625,6.416666667,6.363636364
135,6/27/17 18:45,R_24hLhSRCsfJPzKq,1,1, ,1,2,6,1,7,8,8,6,5,7,7,8,8,9,8,8,8,8,8,7,8,7,7,7,8,10,9,9,8,8,7,7,7,6,7,0,0,7,7.75,7.818181818
174,6/27/17 18:54,R_5cFzy0F14YGymyJ,1,2, ,1,4,5,3,8,9,8,9,6,5,6,7,7,7,7,9,6,6,6,8,6,7,7,7,9,7,8,6,8,8,8,5,8,5,7,0,0,7.25,6.916666667,7.181818182
241,6/27/17 19:02,R_1n0LCqshhSFapHs,2,2, ,1,2,4,4,8,9,7,6,6,0,6,5,6,7,2,7,7,6,6,9,8,9,6,10,7,7,8,7,8,4,8,8,6,3,5,0,0,5.875,6.916666667,6.454545455
168,6/27/17 19:16,R_3CHjCUlOuASqkJy,1,1, ,2,2,3,4,10,10,10,10,9,8,10,10,10, ,8,10,10,10,10,10,9,10,10, ,10,10,10, ,10,7,10,10,9,10,10,1,0,9.625,9.7,9.6
363,6/27/17 19:16,R_1jcRDvWbnQVwfSD,1,1, ,1,2,5,4,8,8,9,8,9,8,8,9,9,8,8,9,9,8,9,8,9,8,9,8,8,8,8,8,9,8,8,8,8,9,8,0,0,8.375,8.5,8.181818182
351,6/27/17 19:23,R_2PBCr1dJJ0PMUSF,2,5, ,1,4,2,1,3,8,8,10,10,10,9,9,9,7,10,8,10,10,10,10,10,9,8,9,9,9,7,7,7,8,8,9,8,8,8,0,0,8.375,9.166666667,8
270,6/27/17 19:24,R_1H0rhrx0auLlaGg,1,5, ,1,2,6,4,9,10,7,5,8,5,9,9,9,9,10,8,10,9,10,10,9,8,9,9,8,8,9,8,9,9,7,9,8,9,9,0,0,7.75,9.166666667,8.454545455
387,6/27/17 19:25,R_2Em0zsehTREqFEY,1,1, ,2,2,3,4,7,9,9,8,8,7,7,7,7,7,7,7,8,7,7,8,8,7,8,7,8,8,8,8, ,7,8,8,8,8,8,1,0,7.75,7.333333333,7.9
201,6/27/17 19:28,R_bawitGAipDPhTPj,1,1, ,2,4,4,4,8,8,10,10,10,8,10,9,9,9,8,9,10,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,10,10,0,0,9.125,9,9
157,6/27/17 19:29,R_W8QZ5kHeQU70Otj,2,1, ,2,1,3,1,5,10,10,9,7,5,8,5,5,5,0,7,9,6,8,10,6,5,5,5,5,10,10,7,8,7,10,10,6,7,5,0,0,7.375,5.916666667,7.727272727
155,6/27/17 19:33,R_31tipEkmBJW1UHA,1,1, ,2,2,5,4,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,0,0,9.75,10,9.818181818
125,6/27/17 19:37,R_2zN59hETCH4Kpua,1,1, ,2,2,5,2,9,8,9,8,7,8,7,9,8,7,8,8, ,10,8,8,8,8,10,9,7,8,8,7,7,9,7,6,9,9,7,1,0,8.125,8.363636364,7.636363636
123,6/27/17 19:44,R_qQ8Diacw1IlCJMt,1,1, ,1,2,6,4,5,5,8,3,4,7,6,6,3,7,3,6,8,6,4,5,7,5,4,7,5,8,4,5,7,5,6,6,4,6,5,0,0,5.5,5.416666667,5.545454545
333,6/27/17 19:49,R_2PuHkuDO2BI1CK8,1,1, ,1,3,5,3,7,9,9,8,7,5,8,9,9,7,8,8,10,7,10,9,8,6,7,8,7,8,8,8,8,8,9,9,8,8,8,0,0,7.75,8.083333333,8.090909091
259,6/27/17 19:52,R_3kC9uep7AwJINBK,2,6,China,1,2,6,2,5,9,6,6,6,5,7,6,4,6,7,5,7,8,7,6,7,8,9,6,3,8,6,6,6,7,7,6,4,6,5,0,0,6.25,6.666666667,5.818181818
130,6/27/17 20:05,R_3nkGSFlnUFD1e4y,1,1, ,2,2,4,1,10,10,9,10,10,9,9,10,10,10,10,9,9,10,10,10,10,9,9,10,10,10,9,9,10,10,10,10,10,10,10,0,0,9.625,9.666666667,9.818181818
104,6/27/17 20:11,R_bx8qMRoRakdreUh,1,1, ,1,2,4,4,9,7,7,7,6,7,7,8,7,7,7,7,6,7,7,7,7,7,7,7,7,7,8,7,7,7,8,7,8,7,7,0,0,7.25,6.916666667,7.272727273
154,6/27/17 20:19,R_1EYByxrG31Qtzo8,1,5, ,1,2,4,1,8,7,8,9,7,9,7,8,8,8,9,9,7,6,8,6,8,6,8,9,9,7,8,7,8,7,8,8,9,7,8,0,0,7.875,7.666666667,7.818181818
147,6/27/17 20:27,R_1OYL6OIogiHEzAG,1,1, ,1,2,6,4,9,10,10,10,10,8,10,10,9,10,8,10,10,10,10,10,10,10,10,10,9,10,10,8,9,7,8,10,10,10,10,0,0,9.625,9.75,9.181818182
137,6/27/17 20:47,R_27yenX5pvTv2Zav,1,1, ,2,3,5,5,10,10,10,8,9,10,10,10,10,10,8,9,10,10,10,10,10,8,10,6,9,10,10,8,6,5, ,8,9,7,10,1,0,9.625,9.25,8.2
474,6/27/17 20:51,R_2s55iv19d8YifSQ,1,5, ,1,2,5,3,8,10,9,10,9,8,9,10,10,10,10,8,10,8,10,10,10,8,10,10,9,10,9,7,8,8,6,10,9,10,10,0,0,9.125,9.5,8.727272727
1157,6/27/17 20:56,R_1ODJSyHNkiXPAu6,1,6,venezuela,2,2,5,4,10,10,10,10,9,9,10,9,10,9,9, ,7,10,10,9,10,10,10,9,10,9,10,9,9,9,9,10,9,9,9,1,0,9.625,9.363636364,9.272727273
182,6/27/17 20:58,R_1fk3nkAnxI2AJKz,1,5, ,1,2,5,3,8,9,7,10,8,7,9,6,7,10,8,7,10,7,10,7,10,6,8,10,7,9,6,8,6,10,6,9,6,10,8,0,0,8,8.333333333,7.727272727
485,6/27/17 20:59,R_esPgaxeBOstne6d,1,1, ,1,2,6,4,10,10,10,9,10,9,10,10,9,10,10,9,10,8,10,10,9,10,9,9,9,10,10,10,9,9,9,10,10,9,9,0,0,9.75,9.416666667,9.454545455
